Offset(P)            #Ptr   #Hnd Access Name
0x000000000185d2f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\cimwin32.dll
0x000000000185daa0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\c_1253.nls
0x000000000185db38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\c_1250.nls
0x000000000185dbd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\c_1251.nls
0x00000000019470e0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_adm
0x00000000019473c8      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001947488      1      0 R----- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\$WinMgmt.CFG
0x0000000001947a18      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\AppPatch
0x0000000001947e38      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Games\desktop.ini
0x0000000001948890      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x000000000194d3f0      3      1 ------ \Device\NamedPipe\net\NtControlPipe6
0x000000000194df90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001954798      3      1 ------ \Device\NamedPipe\net\NtControlPipe4
0x0000000001954830      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000019550e0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries
0x0000000001955178      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\oobe
0x0000000001955228      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
0x0000000001955428      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Outlook Express
0x0000000001955550      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\srchasst
0x00000000019555e8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime
0x0000000001955680      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Movie Maker
0x0000000001955718      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna
0x00000000019559f0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\Lexicon\1033
0x0000000001955b18      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\PINTLGNT
0x0000000001957dd8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS
0x0000000001957f50      2      1 R--rw- \Device\HarddiskVolume1\Program Files\xerox\nwwia
0x000000000195a160      1      1 ------ \Device\NamedPipe\net\NtControlPipe6
0x000000000195a5f8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000195ec30      1      1 ------ \Device\NamedPipe\net\NtControlPipe3
0x000000000195ecf8      3      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x000000000195ed90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x000000000197e5c8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x000000000197e6f8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000197ea98      2      1 ------ \Device\NamedPipe\atsvc
0x000000000198cb68      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\NTUSER.DAT
0x000000000198d5e0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\color
0x000000000198d708      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\PeerNet
0x000000000198d830      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech\1033
0x000000000198d8c8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft
0x000000000198d9f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem\snmp
0x000000000198db18      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Metallic
0x000000000198dc40      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Homestead
0x000000000198dcd8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor
0x000000000198de00      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech
0x000000000198df90      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\TTS\1033
0x00000000019ad0b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.2180_x-ww_522f9f82
0x00000000019b9428      1      1 ------ \Device\NamedPipe\protected_storage
0x00000000019be230      2      1 ------ \Device\Afd\Endpoint
0x00000000019beaf0      2      1 ------ \Device\Afd\Endpoint
0x00000000019bec60      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-3a0-0
0x00000000019c3028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\dllcache
0x00000000019c3198      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000019c4540      2      1 ------ \Device\NamedPipe\ntsvcs
0x00000000019c47e8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000019c7470      2      1 ------ \Device\Afd\Endpoint
0x00000000019ccc88      1      1 ------ \Device\NamedPipe\net\NtControlPipe8
0x00000000019cdd00      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.2180_x-ww_522f9f82.Manifest
0x00000000019ce5a8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.Networking.Dxmrtp_6595b64144ccf1df_5.2.2.3_x-ww_468466a7.Manifest
0x00000000019ce9d0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.Networking.RtcDll_6595b64144ccf1df_5.2.2.3_x-ww_d6bd8b95.Manifest
0x00000000019cf6c8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Manifests\x86_Microsoft.Windows.Networking.RtcRes_6595b64144ccf1df_5.2.2.3_en_16a24bc0.Manifest
0x00000000019cfd00      1      0 RW-rw- \Device\HarddiskVolume1\WINDOWS\Tasks\SA.DAT
0x00000000019d1028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x00000000019d18d0      1      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x00000000019d1bf0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000019d2140      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x00000000019d7870      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntshrui.dll
0x00000000019e8158      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\desktop.ini
0x00000000019ff150      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shgina.dll
0x0000000001a00d18      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\drivers\fips.sys
0x0000000001a01028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x0000000001a01bf0      3      1 ------ \Device\NamedPipe\net\NtControlPipe0
0x0000000001a01f90      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\CSCG
0x0000000001a02028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x0000000001a03228      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msi.dll
0x0000000001a03300      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipnathlp.dll
0x0000000001a03398      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\ncprov.dll
0x0000000001a03508      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuapi.dll
0x0000000001a03710      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\etc
0x0000000001a03aa0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a03be8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001a03c80      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a04130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsrslvr.dll
0x0000000001a04278      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsta.dll
0x0000000001a04480      1      1 ------ \Device\NamedPipe\net\NtControlPipe1
0x0000000001a052e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxoci.dll
0x0000000001a05498      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared
0x0000000001a05530      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1
0x0000000001a05830      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a058c8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer\Connection Wizard
0x0000000001a059f0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\xircom
0x0000000001a05b18      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\applets
0x0000000001a05bb0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imjp8_1\applets
0x0000000001a05e98      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0009
0x0000000001a06028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x0000000001a06828      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\system32\VBox.log
0x0000000001a07228      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\setupapi.dll
0x0000000001a07358      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\CSCG
0x0000000001a08568      1      1 ------ \Device\NamedPipe\SfcApi
0x0000000001a08600      2      1 ------ \Device\NamedPipe\SfcApi
0x0000000001a09130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rtutils.dll
0x0000000001a092c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
0x0000000001a09f58      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a0a028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x0000000001a0b348      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001a0bb60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schedsvc.dll
0x0000000001a0c988      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Desktop\CSCG\CSCG_Delphi.exe
0x0000000001a0d028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x0000000001a0e028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\hnetcfg.dll
0x0000000001a0f028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webclnt.dll
0x0000000001a0fe58      1      0 RW-rwd \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\desktop.ini
0x0000000001a103b0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\CSCG
0x0000000001a108d8      1      1 ------ \Device\NamedPipe\net\NtControlPipe7
0x0000000001a10b30      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x0000000001a10bf0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a10f90      1      0 -W-r-d \Device\HarddiskVolume1\WINDOWS\system32\wbem\Logs\wbemess.log
0x0000000001a11138      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\trkwks.dll
0x0000000001a111d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srsvc.dll
0x0000000001a13028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshtcpip.dll
0x0000000001a13288      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a13868      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\Debug\PASSWD.LOG
0x0000000001a14028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x0000000001a14320      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kbdgr.dll
0x0000000001a15300      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mstlsapi.dll
0x0000000001a15398      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\icaapi.dll
0x0000000001a15508      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\termsrv.dll
0x0000000001a16130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x0000000001a16278      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msgina.dll
0x0000000001a171c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\upnp.dll
0x0000000001a174e8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bin
0x0000000001a17610      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_aut
0x0000000001a17738      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_aut
0x0000000001a177d0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help
0x0000000001a17868      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001a18028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\riched20.dll
0x0000000001a1b130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eventlog.dll
0x0000000001a1cdb0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptsvc.dll
0x0000000001a1d560      2      1 ------ \Device\NamedPipe\ntsvcs
0x0000000001a1d698      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\desk.cpl
0x0000000001a20250      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netcfgx.dll
0x0000000001a21728      2      1 ------ \Device\Afd\Endpoint
0x0000000001a22160      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x0000000001a22b38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x0000000001a24158      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Messenger\msmsgs.exe
0x0000000001a25028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sxs.dll
0x0000000001a26158      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mydocs.dll
0x0000000001a27158      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wsock32.dll
0x0000000001a28510      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Restore
0x0000000001a28a38      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a28ad0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball
0x0000000001a28bf8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared\res
0x0000000001a28d20      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\npp
0x0000000001a28ed8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries\Resources\1033
0x0000000001a29128      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0424
0x0000000001a29250      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041b
0x0000000001a29378      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Accessories
0x0000000001a294a0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem\xml
0x0000000001a29588      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\VGX
0x0000000001a29938      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\UploadLB\Binaries
0x0000000001a29a60      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help\Tours\mmTour
0x0000000001a29b88      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\TINTLGNT
0x0000000001a2b328      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat.LOG
0x0000000001a2b7a8      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\PrintHood
0x0000000001a2d028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x0000000001a2e028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winspool.drv
0x0000000001a2e498      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\ntuser.dat.LOG
0x0000000001a2e6a0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Policies\x86_policy.1.0.Microsoft.Windows.GdiPlus_6595b64144ccf1df_x-ww_4e8510ac\1.0.2600.2180.Policy
0x0000000001a2e7b8      1      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a2f150      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSCTF.dll
0x0000000001a2fde8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.2180_x-ww_522f9f82
0x0000000001a305f0      1      1 RW---- \Device\HarddiskVolume1\Documents and Settings\CSCG\NTUSER.DAT.LOG
0x0000000001a30d48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drprov.dll
0x0000000001a30eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\strmfilt.dll
0x0000000001a31240      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netlogon.dll
0x0000000001a31668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x0000000001a31a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winscard.dll
0x0000000001a32160      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x0000000001a32458      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x0000000001a328d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wkssvc.dll
0x0000000001a32d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wtsapi32.dll
0x0000000001a33360      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpapi.dll
0x0000000001a33a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scecli.dll
0x0000000001a33f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntmarta.dll
0x0000000001a34158      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.2180_x-ww_522f9f82\GdiPlus.dll
0x0000000001a34458      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a35230      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ssdpsrv.dll
0x0000000001a354c0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\dicts
0x0000000001a355e8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\usmt
0x0000000001a357a0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admisapi\scripts
0x0000000001a35958      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\admcgi\scripts
0x0000000001a35a80      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\1033
0x0000000001a35b18      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System
0x0000000001a35bb0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT
0x0000000001a35cd8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Triedit
0x0000000001a35e00      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imjp8_1
0x0000000001a35f28      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Setup
0x0000000001a36a60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaucpl.cpl
0x0000000001a36eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxService.exe
0x0000000001a37130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\esent.dll
0x0000000001a37828      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mlang.dll
0x0000000001a37998      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\davclnt.dll
0x0000000001a37c10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\localspl.dll
0x0000000001a37dc0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolss.dll
0x0000000001a38130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x0000000001a388f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w32time.dll
0x0000000001a38d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdigest.dll
0x0000000001a3ab30      2      1 ------ \Device\NamedPipe\lsass
0x0000000001a3be98      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Policies\x86_policy.5.2.Microsoft.Windows.Networking.Rtcdll_6595b64144ccf1df_x-ww_c7b7206f\5.2.2.3.Policy
0x0000000001a3c7e8      1      0 R--rwd \Device\TrueCryptVolumeE\flag.zip
0x0000000001a3d368      1      1 ------ \Device\NamedPipe\ntsvcs
0x0000000001a3e920      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ctfmon.exe
0x0000000001a3f130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsvc.dll
0x0000000001a3f2f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\svchost.exe
0x0000000001a3f6a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxTray.exe
0x0000000001a3f740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxHook.dll
0x0000000001a41130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dhcpcsvc.dll
0x0000000001a42028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbc32.dll
0x0000000001a421e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\resutils.dll
0x0000000001a44130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lmhsvc.dll
0x0000000001a451b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x0000000001a45eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscui.dll
0x0000000001a46028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x0000000001a46150      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\fastprox.dll
0x0000000001a46868      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a46c78      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001a47708      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a47ac0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolsv.exe
0x0000000001a47ca8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clbcatq.dll
0x0000000001a47e90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userinit.exe
0x0000000001a48240      1      0 R--rwd \Device\HarddiskVolume1\Program Files\7-Zip\7-zip.dll
0x0000000001a482d8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\TrueCrypt\truecrypt.sys
0x0000000001a484c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wlnotify.dll
0x0000000001a485f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x0000000001a487b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\audiosrv.dll
0x0000000001a489a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x0000000001a49028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.drv
0x0000000001a49318      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comres.dll
0x0000000001a4a560      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nddeapi.dll
0x0000000001a4a908      1      0 -W-r-- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\SelfUpdate\wuident.txt
0x0000000001a4af30      2      1 ------ \Device\Afd\Endpoint
0x0000000001a4c028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x0000000001a4c368      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vssapi.dll
0x0000000001a4c7b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimgvw.dll
0x0000000001a4ced8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msidle.dll
0x0000000001a4d7f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbcint.dll
0x0000000001a4db30      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a4e860      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspatcha.dll
0x0000000001a4e9d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x0000000001a4ed48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netui0.dll
0x0000000001a4eeb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntlanman.dll
0x0000000001a4f028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rastls.dll
0x0000000001a4fb00      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a4fef8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kerberos.dll
0x0000000001a50028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\duser.dll
0x0000000001a503a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
0x0000000001a50eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schannel.dll
